Sample_ID,Site,SiteType,SpecificType,Standard_Length_Avg,Body_Depth_Avg,Pelvic_Spine_Avg,Pelvic_Girdle_Avg,First_Dorsal_Spine_Avg,Second_Dorsal_Spine_Avg,Mouth_Width_Avg,Lateral_plate_number_Avg,Eye_Diameter_Avg,Caudal_Peduncle_Lenth_Avg,Gill_Raker_Number_Avg,Adj_body_depth,Adj_pelvic_spine,Adj_pelvic_girdle,Adj_first_dorsal_spine,Adj_second_dorsal_spine,Adj_mouth_width,Adj_lateral_plate_number,Adj_eye_diameter,Adj_caudal_peduncle_length
ENG_37,Englishman_River_Estuary,Marine,Estuary,57.73333333,12.63333333,8.46,14.57,5.513333333,5.656666667,3.15,32,4.696666667,2.153333333,21,11.36803877,7.354029305,12.33895999,4.703174775,4.614786391,2.977322998,32,4.486221867,2.093893434
ENG_39,Englishman_River_Estuary,Marine,Estuary,56.62,12.52666667,8.563333333,12.04333333,5,6.19,3.283333333,32,4.7,2.133333333,22,11.46194561,7.632680251,10.16595605,4.318267146,5.313277774,3.138028955,32,4.522914746,2.083315801
HDY_08,Port_Hardy_Estuary,Marine,Estuary,49.48,11.08333333,8.163333333,11.65333333,4.86,5.75,2.723333333,32,3.946666667,1.866666667,20,11.31956782,8.057434066,11.94132532,4.938623266,5.82256088,2.798079877,32,3.979746493,1.903188061
HDY_09,Port_Hardy_Estuary,Marine,Estuary,52.88,11.89333333,7.426666667,12.34666667,6.056666667,6.356666667,2.846666667,32,4.483333333,2.046666667,21,11.47656191,7.613497081,11.83858325,5.917957327,6.228652757,2.714796747,32,4.424972989,1.982234615
HDY_13,Port_Hardy_Estuary,Marine,Estuary,50.32333333,11.73,7.446666667,10.60666667,5.266666667,5.763333333,3.05,31,4.143333333,2.006666667,15,11.80426342,7.41337584,10.69720074,5.291382924,5.7861438,3.073497559,31,4.153732411,2.018147647
HDY_14,Port_Hardy_Estuary,Marine,Estuary,45.68333333,11.15333333,8.05,10.62,5.303333333,5.9,2.626666667,32,4.113333333,1.966666667,19,12.11875775,7.617219256,11.79694286,5.624644677,6.196536062,2.93213493,32,4.248521349,2.115919408
HDY_15,Port_Hardy_Estuary,Marine,Estuary,48.78,11.50333333,7.81,10.67666667,5.463333333,5.903333333,2.98,32,4.21,2.036666667,21,11.87401021,7.643832858,11.12855653,5.586701548,6.017189023,3.097285228,32,4.261905744,2.093972593
HDY_16,Port_Hardy_Estuary,Marine,Estuary,46.48666667,10.15666667,9.083333333,11.25,5.11,5.32,2.696666667,32,3.896666667,1.82,19,10.96780243,8.719717152,12.23885053,5.379961188,5.569145352,2.953316725,32,4.010249702,1.945400015
HDY_20,Port_Hardy_Estuary,Marine,Estuary,42.57,10.44666667,8.13,NA,4.983333333,5.54,2.55,32,4.203333333,1.74,16,12.01003963,7.429170706,,5.503653161,6.020199645,3.044664122,32,4.422251858,1.981694426
HDY_21,Port_Hardy_Estuary,Marine,Estuary,47.88333333,11.19666667,8.693333333,10.87,6.19,6.71,2.836666667,32,4.02,1.906666667,17,11.73955785,8.449965912,11.53183524,6.370684363,6.876752375,3.008441923,32,4.096020847,1.99059659
HDY_22,Port_Hardy_Estuary,Marine,Estuary,50.26666667,11.08666667,6.703333333,12.22333333,5.536666667,6.17,3.04,32,4.133333333,1.94,23,11.17181352,6.665163679,12.32713532,5.565005134,6.196153379,3.066941166,32,4.145256414,1.953163537
HDY_23,Port_Hardy_Estuary,Marine,Estuary,45.17666667,10.39,8.086666667,10.42666667,5.1,5.813333333,2.37,32,3.826666667,1.883333333,20,11.4527351,7.610263462,11.72224037,5.453698163,6.139758972,2.706258167,32,3.975481061,2.047630117
HDY_24,Port_Hardy_Estuary,Marine,Estuary,46.48,10.88333333,8.76,11.69666667,5.56,6.08,2.946666667,31,4.296666667,2,18,11.6957495,8.395809839,12.68707814,5.830387331,6.329538636,3.203721856,31,4.410428996,2.125597963
HDY_25,Port_Hardy_Estuary,Marine,Estuary,44.31,10.70333333,8.23,9.556666667,5.11,5.383333333,2.653333333,32,4.12,1.936666667,14,11.93252091,7.678979425,11.05516156,5.519096671,5.760885879,3.042258442,32,4.292122673,2.126696682
HDY_26,Port_Hardy_Estuary,Marine,Estuary,46.56666667,10.99666667,8.746666667,10.45,5.68,5.993333333,3.076666667,32,4.163333333,2.203333333,19,11.79243759,8.389938243,11.42011935,5.94484748,6.237759278,3.328455162,32,4.274764834,2.326357973
HDY_27,Port_Hardy_Estuary,Marine,Estuary,46.89666667,10.98333333,8.543333333,11.84333333,5.37,6.273333333,2.556666667,32,4.113333333,1.933333333,20,11.71572426,8.215016907,12.73618653,5.613753433,6.498291725,2.788401211,32,4.215889759,2.04655955
HDY_28,Port_Hardy_Estuary,Marine,Estuary,48.44,11.67333333,9.263333333,12.92666667,6.05,6.86,2.776666667,32,4.11,1.953333333,18,12.1093108,9.067893223,13.45816408,6.195101476,6.993913169,2.914613541,32,4.171049761,2.020734604
HDY_32,Port_Hardy_Estuary,Marine,Estuary,47.64,11.38333333,8.623333333,10.56333333,5.886666667,6.32,3.146666667,32,4.256666667,2.236666667,21,11.97295925,8.359015651,11.2821426,6.082905226,6.501107237,3.33322918,32,4.339231762,2.32782169
HDY_34,Port_Hardy_Estuary,Marine,Estuary,47.15666667,11.40333333,7.286666667,10.10666667,4.72,5.12,3.003333333,32,4.41,2.083333333,15,12.08578852,6.980735452,10.93864352,4.947133881,5.32962032,3.219267794,32,4.505563942,2.188839581
HDY_43,Port_Hardy_Estuary,Marine,Estuary,50.81,12.47,7.943333333,11.63,5.066666667,5.64,3.256666667,32,4.433333333,2.313333333,17,12.45079394,7.951943029,11.60658602,5.060274532,5.634100741,3.250589712,32,4.430643916,2.310364114
HDY_45,Port_Hardy_Estuary,Marine,Estuary,50.59,12.09666667,8.466666667,11.92333333,5.826666667,5.99,3.223333333,32,4.353333333,2.036666667,18,12.11971394,8.456335031,11.95143011,5.83433723,5.99707911,3.230625679,32,4.356560633,2.04022973
HDY_46,Port_Hardy_Estuary,Marine,Estuary,47.75333333,11.57333333,8.723333333,11.49333333,5.82,5.996666667,3.16,32,4.303333333,2.113333333,16,12.14119239,8.468773307,12.18560675,6.008994139,6.171088078,3.339675298,32,4.382850422,2.201123241
HDY_51,Port_Hardy_Estuary,Marine,Estuary,45.48,10.29333333,8.066666667,10.74666667,5.336666667,5.843333333,2.686666667,32,4.256666667,1.65,22,11.29781006,7.616379541,11.97121796,5.670975353,6.151864554,3.004491404,32,4.397323164,1.805290153
KAN_01,Kanaka_Creek,Marine,Creek,63.36666667,13.88333333,8.25,13.97,6.46,6.746666667,3.666666667,32,5.24,2.473333333,15,12.04662226,7.530307819,11.46944501,5.805124516,5.854879962,3.478847916,32,5.070133826,2.189600036
KAN_02,Kanaka_Creek,Marine,Creek,63.62,13.42666667,8.92,14.22333333,6.383333333,7.113333333,3.683333333,32,5.066666667,2.09,15,11.55319235,8.185902603,11.67272773,5.715349992,6.203696802,3.491755239,32,4.893400485,1.800587554
KAN_03,Kanaka_Creek,Marine,Creek,69.99666667,15.97666667,11.10333333,15.36666667,7.973333333,7.613333333,4.226666667,32,5.466666667,2.576666667,16,13.17782278,10.00664148,11.55623444,6.975411408,6.254397891,3.940461955,32,5.207818712,2.144304051
KAN_04,Kanaka_Creek,Marine,Creek,67.86333333,15.35666667,9.766666667,14.63333333,7.016666667,7.193333333,3.743333333,32,5.053333333,2.46,16,12.867408,8.791281899,11.24437995,6.129126705,5.984712216,3.488786246,32,4.823117022,2.075461801
KAN_05,Kanaka_Creek,Marine,Creek,62.39,13.84333333,9.583333333,13.09333333,5.756666667,6.24,3.61,32,4.896666667,2.11,18,12.14835424,8.919177051,10.78573663,5.152325426,5.417029072,3.436674506,32,4.739908417,1.848161319
KAN_06,Kanaka_Creek,Marine,Creek,60.69666667,13.92,8.88,12.76,5.373333333,6.076666667,4.24,32,5.236666667,2.223333333,17,12.47075418,8.312131216,10.78695213,4.856607774,5.373007734,4.091802745,32,5.102634784,1.999455283
KAN_07,Kanaka_Creek,Marine,Creek,59.93333333,14.78,9.316666667,12.92333333,6.82,6.673333333,3.46,32,5.12,2.303333333,18,13.44152764,8.792203074,11.10109587,6.342770487,6.023458745,3.323130239,32,4.996212877,2.096567457
KAN_08,Kanaka_Creek,Marine,Creek,62.93666667,13.89333333,9.74,14.56333333,6.576666667,7.073333333,3.693333333,32,5.036666667,2.046666667,21,12.11902303,9.044758778,12.14773267,5.944040048,6.211844359,3.511895572,32,4.872571558,1.772572979
KAN_09,Kanaka_Creek,Marine,Creek,66.03666667,14.44666667,9.203333333,14.73,5.97,6.903333333,3.816666667,32,4.75,2.263333333,14,12.22249034,8.331817755,11.70193789,5.176974592,5.823418856,3.589226421,32,4.544299534,1.91974479
KAN_10,Kanaka_Creek,Marine,Creek,62.27,13.62,8.956666667,12.40333333,6.06,6.513333333,4.433333333,32,5.226666667,2.14,12,11.94243508,8.299333909,10.11944481,5.461867744,5.698817586,4.26178858,32,5.071518947,1.880851443
KAN_11,Kanaka_Creek,Marine,Creek,59.48333333,13.76666667,9.44,13.44333333,6.703333333,6.926666667,4.11,32,5.12,2.3,18,12.49349745,8.94112462,11.71000156,6.249387515,6.308499007,3.979808019,32,5.002252365,2.103322087
KAN_12,Kanaka_Creek,Marine,Creek,64.59,14.76666667,9.186666667,13.14666667,5.783333333,6.746666667,3.936666667,32,5.076666667,2.106666667,21,12.75242782,8.397412455,10.4044199,5.065160693,5.768684092,3.730694247,32,4.890382034,1.795509057
KAN_13,Kanaka_Creek,Marine,Creek,56.77333333,13.34666667,9.906666667,12.84666667,7.013333333,6.993333333,3.663333333,32,5.036666667,2.016666667,13,12.46676742,9.561889191,11.64874475,6.699607101,6.566111838,3.573356428,32,4.955290167,1.880740708
KAN_14,Kanaka_Creek,Marine,Creek,54.96333333,13.63666667,9.1,11.86666667,6.186666667,6.666666667,3.626666667,32,4.663333333,2.02,18,13.01943114,8.858144003,11.02634321,5.966592631,6.366977482,3.563549278,32,4.606248993,1.92465007
KAN_15,Kanaka_Creek,Marine,Creek,57.39666667,13.66333333,8.9,12.27666667,5.62,5.643333333,3.763333333,32,4.943333333,2.21,19,12.69297715,8.51977811,10.9555939,5.274021538,5.172191871,3.664106466,32,4.853591024,2.060100344
KAN_16,Kanaka_Creek,Marine,Creek,56.40666667,13.39666667,9.46,13.23,6.006666667,6,3.9,32,5.236666667,2.29,13,12.56997738,9.136072179,12.10451976,5.711912334,5.59861378,3.815464249,32,5.160211231,2.162293863
KAN_17,Kanaka_Creek,Marine,Creek,62.37333333,14.52333333,9.26,13.09666667,6.31,6.843333333,3.28,32,5.003333333,2.386666667,18,12.83077288,8.59679143,10.79236277,5.706521118,6.021536736,3.106921831,32,4.846798768,2.125201615
KAN_18,Kanaka_Creek,Marine,Creek,59.92333333,12.97333333,7.643333333,12.76,6.006666667,5.583333333,3.74,32,4.863333333,2.21,17,11.63631216,7.119438367,10.93973822,5.529954569,4.934163343,3.603278634,32,4.739680421,2.003458301
KAN_19,Kanaka_Creek,Marine,Creek,65.05666667,14.46333333,9.266666667,14.56666667,6.056666667,6.223333333,3.8,32,4.98,2.336666667,18,12.38137271,8.450876531,11.7322214,5.314347973,5.212469499,3.587102475,32,4.787452195,2.015047465
KAN_20,Kanaka_Creek,Marine,Creek,58.22,13.31,9.446666667,13.07666667,6.563333333,6.546666667,3.693333333,32,5.153333333,2.143333333,15,12.22016327,9.019627825,11.59292941,6.174754333,6.017513271,3.581888602,32,5.052540999,1.974976442
MF.21.361,Bowen_Marine,Marine,None,49.25,10.96333333,8.24,10.51333333,5.38,5.583333333,3.663333333,32,4.546666667,2.02,21,11.29407678,8.420736194,10.85685055,5.498153495,5.738384207,3.673482718,32,4.565602375,2.048823773
MF.21.362,Bowen_Marine,Marine,None,49.57,11.79333333,7.1,11.51666667,5.066666667,5.606666667,3.613333333,32,4.663333333,2.033333333,21,12.05158506,7.241122781,11.78489245,5.158923505,5.727733788,3.621258195,32,4.678118749,2.055839567
MF.21.363,Bowen_Marine,Marine,None,54.84333333,11.94,7.436666667,11.81,5.323333333,5.93,3.47,32,4.42,1.956666667,16,11.00364869,6.924993425,10.83748549,4.988834855,5.491043188,3.441266583,32,4.36639206,1.875065118
MF.21.364,Bowen_Marine,Marine,None,51.41333333,12.26,9.06,11.37333333,5.76,6.24,3.876666667,32,4.683333333,2.09,20,12.10066925,8.972933021,11.20784901,5.703081308,6.165306543,3.871777352,32,4.674211337,2.076114575
MF.21.365,Bowen_Marine,Marine,None,51.02666667,11.49,8.6,11.15333333,5.54,5.79,3.76,32,4.806666667,2.056666667,21,11.41826341,8.560799227,11.07882617,5.5143731,5.756370244,3.757798649,32,4.802559607,2.050414935
MF.21.366,Bowen_Marine,Marine,None,52.09,12.12333333,9.146666667,12.52666667,5.41,5.853333333,3.54,32,4.463333333,2.08,19,11.81071281,8.975833827,12.20197231,5.29832067,5.706778397,3.530406746,32,4.445435198,2.052755612
MF.21.367,Bowen_Marine,Marine,None,49.52333333,11.86666667,7.933333333,10.61666667,5.693333333,5.98,3.686666667,32,4.65,2.1,22,12.13549011,8.080233071,10.89587245,5.789366767,6.106023085,3.694915938,32,4.665390667,2.123427542
MF.21.368,Bowen_Marine,Marine,None,54.73,11.52333333,7.786666667,12.13,4.91,5.656666667,3.383333333,32,4.68,1.95,16,10.61265617,7.289023175,11.18415121,4.584673255,5.229745767,3.355387767,32,4.627861955,1.870635912
MF.21.369,Bowen_Marine,Marine,None,53.90333333,12.71333333,8.31,11.93333333,5.35,6.053333333,3.61,32,4.42,2.106666667,15,11.98992643,7.914691157,11.18198744,5.09157295,5.714203796,3.587801118,32,4.378583543,2.043622889
MF.21.370,Bowen_Marine,Marine,None,54.00666667,11.57333333,8.293333333,11.99666667,5.873333333,6.173333333,3.54,32,4.64,1.983333333,17,10.82651765,7.885232658,11.22100792,5.606543821,5.823229875,3.517082782,32,4.597243344,1.918249516
MF.21.371,Bowen_Marine,Marine,None,55.87,12.96333333,8.113333333,10.51,5.59,5.9,4.04,32,5.046666667,2.273333333,14,11.79440443,7.47456706,9.29592543,5.172416416,5.352011979,4.004129573,32,4.979743206,2.171463012
MF.21.372,Bowen_Marine,Marine,None,50.73333333,11.57,8.596666667,11.35333333,5.326666667,5.376666667,3.963333333,32,5.073333333,2.23,18,11.56471415,8.593778189,11.34784333,5.324778369,5.374188685,3.963171128,32,5.073030708,2.229539346
MF.21.373,Bowen_Marine,Marine,None,53.06666667,12.2,9.03,12.62333333,6.346666667,6.473333333,4.043333333,32,4.593333333,2.236666667,18,11.66612873,8.738263724,12.0688432,6.155948583,6.22305715,4.026950651,32,4.56276816,2.190140622
MF.21.374,Bowen_Marine,Marine,None,50.53,11.55333333,8.96,11.21666667,5.73,5.873333333,3.58,32,4.803333333,2,22,11.59410992,8.982282544,11.25901811,5.744566869,5.892449194,3.581251294,32,4.805667872,2.003553616
MF.21.375,Bowen_Marine,Marine,None,49.53,11.36,6.993333333,9.5,4.343333333,4.763333333,3.4,32,4.543333333,1.986666667,16,11.6273132,7.139407791,9.777637208,4.438827253,4.888648423,3.408202927,32,4.558637535,2.009962593
MF.21.376,Bowen_Marine,Marine,None,53.63666667,13.72333333,7.62,13.29666667,4.69,5.416666667,3.353333333,32,4.566666667,2.073333333,21,13.06033619,7.257702333,12.60806365,4.453153497,5.105856924,3.33298822,32,4.528708787,2.015554171
MF.21.377,Bowen_Marine,Marine,None,54.67666667,12.27333333,9.733333333,11.65333333,6.883333333,7.076666667,3.923333333,32,4.863333333,2.136666667,23,11.37473812,9.242292076,10.72003311,6.562322697,6.655409726,3.895758521,32,4.811887003,2.058355503
MF.21.378,Bowen_Marine,Marine,None,56.52333333,13.53333333,8.793333333,12.99,5.523333333,6.39,3.743333333,32,4.663333333,2.056666667,17,12.21640052,8.073689677,11.62220539,5.05287741,5.772628484,3.702921172,32,4.587936359,1.941898036
MF.21.379,Bowen_Marine,Marine,None,54.85333333,12.18333333,8.21,11.14333333,5.68,6.013333333,3.516666667,32,4.533333333,2.086666667,23,11.24471665,7.697088839,10.16846596,5.344692252,5.573314529,3.487863733,32,4.479595696,2.004867695
MF.21.380,Bowen_Marine,Marine,None,55.15333333,12.75,8.666666667,12.09,5.976666667,6.086666667,3.856666667,32,4.753333333,2.313333333,20,11.74342234,8.116617932,11.0445469,5.617080804,5.614788094,3.825778243,32,4.695704797,2.225611667
MF.21.381,Bowen_Marine,Marine,None,47.11666667,10.68666667,6.916666667,10.85,4.983333333,5.376666667,3.576666667,32,4.556666667,2.023333333,17,11.50068821,7.361492275,11.6954602,5.274131203,5.758275895,3.601646202,32,4.603270989,2.094274035
MF.21.382,Bowen_Marine,Marine,None,54.12333333,12.79333333,8.703333333,11.44333333,5.436666667,5.54,3.963333333,32,4.696666667,2.37,19,12.02008838,8.280790269,10.64022457,5.160435666,5.177506633,3.939605092,32,4.652396884,2.302612914
MF.21.383,Bowen_Marine,Marine,None,47.53666667,11.60666667,7.356666667,10.78333333,5.12,5,3.346666667,32,4.586666667,2.086666667,21,12.32554284,7.749499672,11.5299735,5.376808508,5.337005552,3.368726516,32,4.627823731,2.149315598
MF.21.384,Bowen_Marine,Marine,None,51.85666667,12.02,7.766666667,10.60666667,5.653333333,5.863333333,3.693333333,32,4.716666667,2.18,21,11.76023802,7.624718606,10.33687232,5.560536981,5.741558217,3.685362127,32,4.701794787,2.157362151
MF.21.385,Bowen_Marine,Marine,None,49.68333333,11.31666667,7.43,10.23,4.736666667,5.436666667,3.7,32,4.736666667,2.21,20,11.54924425,7.557093032,10.47156006,4.819751773,5.545697876,3.70713701,32,4.749982188,2.230268772
MF.21.386,Bowen_Marine,Marine,None,55.15,13.39,8.8,12.98333333,5.84,6.18,3.44,32,4.46,2.103333333,18,12.38417746,8.250363904,11.93866451,5.480683893,5.708475424,3.409134748,32,4.402414696,2.015677475
MF.21.387,Bowen_Marine,Marine,None,49.98333333,12.01,7.46,11.34333333,4.896666667,5.756666667,3.78,32,4.49,2.07,19,12.1746166,7.549955457,11.51430766,4.955473658,5.833838107,3.78505152,32,4.499424622,2.084346079
MF.21.388,Bowen_Marine,Marine,None,57.06,13.67,8.126666667,12.38,6.006666667,6.156666667,4.223333333,32,4.94,2.316666667,21,12.23149254,7.340588017,10.88593536,5.492779893,5.482301564,4.179190462,32,4.85764264,2.191302996
MF.21.389,Bowen_Marine,Marine,None,51.66666667,11.86,7.63,11.02666667,5.203333333,5.81,3.533333333,32,4.663333333,2.3,19,11.64327998,7.511572402,10.80157662,5.125913121,5.708402737,3.526682937,32,4.650925689,2.28111319
MF.21.390,Bowen_Marine,Marine,None,50.58,11.72666667,8.286666667,12.04333333,5.64,6.106666667,3.236666667,32,4.35,1.953333333,14,11.75611643,8.302759616,12.07392048,5.650520517,6.120472567,3.237570379,32,4.351686056,1.955899833
MF.21.391,Bowen_Marine,Marine,None,54.15666667,12.22666667,8.366666667,12.5,5.926666667,5.96,3.723333333,32,4.986666667,2.226666667,20,11.44587049,7.939997205,11.68904838,5.647738097,5.593966658,3.69937337,32,4.941964562,2.158621504
MF.21.392,Bowen_Marine,Marine,None,52.35333333,11.89666667,8.366666667,10.76333333,5.036666667,5.326666667,3.673333333,32,4.543333333,2.22,19,11.52439151,8.16323529,10.37668038,4.903676547,5.152145935,3.661909482,32,4.522019853,2.187556803
MF.21.393,Bowen_Marine,Marine,None,50.80666667,11.79666667,7.97,10.91666667,5.503333333,6.103333333,4.066666667,32,4.786666667,2.143333333,18,11.77476813,7.958033448,10.89392238,5.495510384,6.093067407,4.065994676,32,4.785412933,2.14142491
MF.21.394,Bowen_Marine,Marine,None,51.83333333,11.75,8.18,11.49333333,5.82,6.186666667,3.723333333,32,4.723333333,2.04,18,11.49552388,8.040940418,11.22902898,5.729091946,6.067369534,3.715524332,32,4.708764078,2.017822805
MF.21.395,Bowen_Marine,Marine,None,52.55333333,11.96666667,8.083333333,12.16666667,5.786666667,6.293333333,3.266666667,32,4.516666667,1.95,16,11.54908419,7.855143573,11.73295657,5.637491136,6.097572755,3.25385249,32,4.492759255,1.913608341
MF.21.396,Bowen_Marine,Marine,None,51.66,11.9,9.493333333,11.32,6.536666667,6.386666667,3.87,32,4.733333333,2.06,22,11.68479022,9.375731015,11.09647852,6.459785968,6.2857774,3.863395948,32,4.721012153,2.041244805
MF.21.397,Bowen_Marine,Marine,None,60.30666667,14.62,8.733333333,12.97,5.983333333,6.74,3.506666667,32,4.82,2.326666667,20,12.44600369,7.545343604,10.7120409,5.206703399,5.720841401,3.43995416,32,4.695534467,2.137206295
MF.21.398,Bowen_Marine,Marine,None,53.49,12.26666667,7.696666667,12.55666667,4.52,5.343333333,3.236666667,32,4.646666667,2.07,18,11.6368949,7.352525148,11.90257223,4.295022798,5.048099477,3.217341127,32,4.610611004,2.015116377
MF.21.399,Bowen_Marine,Marine,None,54.37333333,12.76,8.333333333,11.64666667,5.42,5.593333333,3.84,32,4.813333333,2.223333333,20,11.93012089,7.879842291,10.78473647,5.123537236,5.204290159,3.81453385,32,4.765821134,2.151010669
MF.21.400,Bowen_Marine,Marine,None,54.27666667,11.57333333,8.373333333,12.25666667,5.603333333,6.136666667,3.013333333,32,4.486666667,2.09,20,10.76535276,7.931808841,11.41748076,5.314693517,5.757889417,2.988539174,32,4.440408202,2.01958576
MF.21.401,Bowen_Marine,Marine,None,54.08,12.92333333,8.686666667,11.14666667,5.68,5.94,3.956666667,32,5,2.136666667,18,12.15990496,8.269487919,10.35375363,5.407275838,5.582108599,3.933239663,32,4.956292236,2.070135081
MF.21.402,Bowen_Marine,Marine,None,54.58333333,12.94666667,8.623333333,12.29666667,5.76,6.206666667,3.986666667,32,4.88,2.383333333,18,12.06921488,8.143845989,11.38532646,5.446542556,5.795321655,3.959740674,32,4.829764172,2.306864784
MF.21.403,Bowen_Marine,Marine,None,51.72666667,11.36333333,7.413333333,11.2,4.486666667,4.626666667,3.52,32,4.81,2.07,22,11.13302111,7.287478221,10.9607928,4.404390831,4.518697451,3.512932506,32,4.796814176,2.049928651
MF.21.404,Bowen_Marine,Marine,None,47.13,11.31333333,6.016666667,8.903333333,4.19,4.226666667,3.523333333,32,4.6,1.853333333,22,12.12433439,6.459841717,9.745656387,4.479718843,4.606859906,3.54822018,32,4.646431394,1.924010804
MF.21.405,Bowen_Marine,Marine,None,49.86,11.17666667,7.986666667,10.35333333,5.543333333,6.22,3.496666667,32,4.453333333,2.086666667,14,11.36922279,8.091889793,10.55332623,5.612121326,6.310269344,3.502575555,32,4.464357547,2.103447631
MF.21.406,Bowen_Marine,Marine,None,51.28333333,11.99,8.166666667,11.36333333,5.45,5.606666667,3.756666667,32,4.543333333,2.19,23,11.86011901,8.095692637,11.22843616,5.403601824,5.54577911,3.752681064,32,4.535897393,2.178681075
MF.21.407,Bowen_Marine,Marine,None,52.11,12.09666667,8.23,11.29666667,5.223333333,5.673333333,3.81,32,4.64,2.28,22,11.77951542,8.056691321,10.96726659,5.110035461,5.524654413,3.800267713,32,4.621842472,2.252360766
MF.21.409,Bowen_Marine,Marine,None,54.63666667,12.56666667,8.023333333,10.79,5.573333333,6.19,3.83,32,4.473333333,2.276666667,21,11.67713292,7.537243753,9.866111211,5.255559779,5.772991028,3.802703254,32,4.42240579,2.199145195
MF.21.410,Bowen_Marine,Marine,None,55.23,12.97,8.666666667,12.60666667,5.556666667,6.206666667,3.236666667,32,4.573333333,2.036666667,24,11.94605453,8.107127218,11.54317499,5.190876396,5.726646153,3.205245285,32,4.514710456,1.947431424
MF.21.411,Bowen_Marine,Marine,None,55.90333333,12.06,8.22,12.9,5.39,5.983333333,3.276666667,32,4.496666667,1.99,23,10.88351988,7.57710733,11.67808257,4.969718848,5.431805339,3.240564518,32,4.429310884,1.887471602
MF.21.412,Bowen_Marine,Marine,None,54.94333333,12.87333333,8.683333333,12.21666667,5.543333333,6.196666667,3.69,32,4.73,2.393333333,21,11.91432836,8.1592809,11.22062358,5.20074215,5.747089932,3.660571419,32,4.675095093,2.309757553
MF.21.413,Bowen_Marine,Marine,None,52.85666667,12.58333333,8.853333333,11.35333333,5.63,6.176666667,3.743333333,32,4.706666667,2.346666667,19,12.09703474,8.587593358,10.84825321,5.456276597,5.948692322,3.728410494,32,4.678825124,2.304286507
MF.21.414,Bowen_Marine,Marine,None,52.95666667,12.6,8.73,11.47333333,5.453333333,5.89,3.746666667,32,4.846666667,2.223333333,21,12.09104775,8.451880834,10.94472463,5.271517225,5.651405732,3.731048664,32,4.817528157,2.178978942
MF.21.415,Bowen_Marine,Marine,None,51.81,12.24666667,8.88,12.14333333,6.51,6.543333333,3.743333333,32,4.74,2.123333333,15,11.9974764,8.743828895,11.88451898,6.420980244,6.426514181,3.735686536,32,4.725733371,2.101616792
MF.21.416,Bowen_Marine,Marine,None,53.08,12.02333333,9.606666667,12.17333333,6.99,7.023333333,3.68,32,4.946666667,2.126666667,21,11.48644157,9.313279832,11.61570606,6.798202889,6.771641161,3.663524629,32,4.915928566,2.079877391
MF.21.417,Bowen_Marine,Marine,None,51.60666667,11.66333333,9.2,11.81333333,5.64,5.836666667,3.653333333,32,4.726666667,2,21,11.4602055,9.088999917,11.60236042,5.567435411,5.741441358,3.647100035,32,4.715037202,1.982297728
MF.21.418,Bowen_Marine,Marine,None,54.18666667,11.72666667,8.046666667,12.35666667,5.093333333,5.293333333,3.396666667,32,4.496666667,2.123333333,19,10.9390744,7.616283448,11.53865648,4.811976952,4.924114014,3.372498155,32,4.451575472,2.054695901
MF.21.419,Bowen_Marine,Marine,None,53.11666667,11.34666667,8.356666667,11.90666667,5.503333333,5.923333333,3.29,32,4.596666667,1.97,19,10.80146857,8.058740795,11.34041225,5.308568896,5.667747189,3.273269736,32,4.565453011,1.92248684
MF.21.420,Bowen_Marine,Marine,None,52.13666667,11.89333333,7.75,10.90666667,5.173333333,5.393333333,3.806666667,32,4.77,2.203333333,21,11.5701411,7.573390203,10.5709923,5.057877407,5.241822433,3.796749004,32,4.751496614,2.175167637
MF.21.421,Bowen_Marine,Marine,None,53.03,12.17333333,8.43,11.97,5.666666667,6.066666667,3.963333333,32,4.72,2.14,23,11.6477684,8.142802761,11.42413701,5.478915908,5.820284456,3.947205544,32,4.689910382,2.09419784
MF.21.444,Belcara_Marine,Marine,None,54.98,11.54,8.506666667,13.43,5.136666667,5.366666667,3.31,32,4.343333333,1.996666667,19,11.14333857,7.556746123,12.21720989,4.414912831,4.686068601,3.340734985,32,4.300677886,2.00540084
MF.21.445,Belcara_Marine,Marine,None,52.66333333,12.23666667,7.81,11.53666667,5.38,5.77,3.663333333,32,4.45,2.073333333,19,12.05521187,7.375453991,10.98186963,5.049830018,5.458656935,3.677393209,32,4.430487048,2.077328825
MF.21.446,Belcara_Marine,Marine,None,50.01666667,11.78666667,8.38,11.70666667,5.313333333,5.716666667,3.343333333,32,4.453333333,2.353333333,16,11.85107383,8.534241586,11.90359121,5.430526773,5.827177516,3.338342797,32,4.460259432,2.351915138
