Sample_ID,Site,SiteType,SpecificType,Standard_Length_Avg,Body_Depth_Avg,Pelvic_Spine_Avg,Pelvic_Girdle_Avg,First_Dorsal_Spine_Avg,Second_Dorsal_Spine_Avg,Mouth_Width_Avg,Lateral_plate_number_Avg,Eye_Diameter_Avg,Caudal_Peduncle_Lenth_Avg,Gill_Raker_Number_Avg,Adj_body_depth,Adj_pelvic_spine,Adj_pelvic_girdle,Adj_first_dorsal_spine,Adj_second_dorsal_spine,Adj_mouth_width,Adj_lateral_plate_number,Adj_eye_diameter,Adj_caudal_peduncle_length
2020_MB_100,Mccreight_Lake,Freshwater,Lake,45.85667,10.21333,7.343333,10.12,3.703333,4.393333,2.813333,7,3.843333,1.8,9,11.36027964,8.06063558,11.21811714,4.144637056,4.773950733,3.168559437,7,4.099082394,1.981005932
2020_MB_101,Mccreight_Lake,Freshwater,Lake,47.40667,9.86,7.563333,9.61,4.393333,4.833333,3.246667,7,4.516667,2.056667,10,10.64065022,8.051551838,10.35741328,4.693698507,5.092393475,3.488445356,7,4.690738131,2.179865366
2020_MB_103,Mccreight_Lake,Freshwater,Lake,38.19667,7.65,5.3,6.623333333,3.14,3.966667,2.156667,6,3.173333,1.36,9,10.60717771,7.149419654,9.454606327,4.277813272,4.94801286,3.072546537,6,3.832731096,1.826687195
2020_MB_108,Mccreight_Lake,Freshwater,Lake,42.73667,8.4,5.356667,8.31,4.016667,3.803333,2.666667,7,3.906667,1.786667,13,10.28427491,6.535092984,10.11405007,4.741666716,4.42863373,3.250253447,7,4.326826831,2.084033969
2020_MB_109,Mccreight_Lake,Freshwater,Lake,49.56333,10.86,7.29,10.99,4.893333,5.4,3.3,7,4.176667,2.126667,14,11.13098358,7.459473197,11.24944619,4.99759752,5.489926491,3.383927427,7,4.237091524,2.169432292
2020_MB_11,LowCamp_Lake,Freshwater,Lake,51.65333333,11.02333332,6.950000008,9.723333333,4.303333312,5.446666674,3.926666668,7,4.513333348,2.260000018,8,10.76991131,6.799691033,9.466589394,4.241101526,5.344542399,3.881727514,7,4.489094862,2.214020041
2020_MB_110,Mccreight_Lake,Freshwater,Lake,47.11,10.33,8.056667,9.76,4.746667,4.95,3.123333,7,3.98,1.99,14,11.18075993,8.588732466,10.574538,5.074008146,5.232326535,3.386825319,7,4.169704351,2.124262734
2020_MB_111,Mccreight_Lake,Freshwater,Lake,34.70667,6.536667,5.896667,6.653333333,4.376667,4.066667,1.996667,7,3.37,1.503333,10,10.3186092,8.261894564,10.27425567,5.831819327,5.32171275,3.167987702,7,4.213305925,2.100180456
2020_MB_113,Mccreight_Lake,Freshwater,Lake,41.82,8.63,6.646667,9.133333333,4.17,4.82,2.493333,7,3.846667,1.713333,11,10.73090438,7.960573109,11.14478967,4.978350774,5.517189692,3.144012642,7,4.315131355,2.044887363
2020_MB_115,Mccreight_Lake,Freshwater,Lake,46.39333,10.35333,6.95,10.59333333,4.206667,4.68,3.156667,7,3.673333,1.543333,10,11.37345496,7.587986398,11.57002548,4.599173584,5.018530689,3.472614052,7,3.900802744,1.704324088
2020_MB_116,Mccreight_Lake,Freshwater,Lake,43.73667,9.67,7.12,9.163333333,4.66,5.176667,2.463333,7,3.63,1.626667,12,11.31795271,8.150630021,10.74112285,5.29407162,5.723543693,2.973727136,7,3.997464178,1.886738765
2020_MB_117,Mccreight_Lake,Freshwater,Lake,36.67,8.37,5.503333,7.956666667,3.493333,3.75,2.16,7,3.26,1.25,14,11.68796373,7.578388317,11.13336486,4.769963468,4.851073485,3.187620042,7,3.999846968,1.773624664
2020_MB_118,Mccreight_Lake,Freshwater,Lake,43.41667,9.046667,6.776667,7.83,4,4.636667,2.72,8,3.74,1.73,13,10.77024281,7.854591729,9.480192896,4.663168611,5.208639385,3.253815675,8,4.124326787,2.00200623
2020_MB_120,Mccreight_Lake,Freshwater,Lake,50.48667,10.87,8.353333,9.19,4.82,5.966667,2.933333,7,4.036667,1.85,12,10.92277784,8.386340272,9.24053077,4.840306972,5.98418144,2.949679039,7,4.04843552,1.858329138
2020_MB_122,Mccreight_Lake,Freshwater,Lake,46.59667,9.096667,6.943333,9.376666667,4.71,5.093333,2.713333,7,4.09,1.773333,10,10.06873821,7.551266567,10.307351,5.084017265,5.415916946,3.014397127,7,4.30675461,1.926740481
2020_MB_123,Mccreight_Lake,Freshwater,Lake,47.83,10.35,7.66,11.18333333,4.64,5.203333,3.083333,7,3.936667,1.716667,10,11.03060794,8.085652373,11.83496373,4.901872917,5.429194228,3.294126855,7,4.088430481,1.824077187
2020_MB_124,Mccreight_Lake,Freshwater,Lake,48.51333,10.79,6.386667,9.956666667,4.653333,3.82,3.16,5,3.976667,1.886667,7,11.30912189,6.711325957,10.45368644,4.853072021,3.99227173,3.320779353,5,4.09242196,1.968592256
2020_MB_125,Mccreight_Lake,Freshwater,Lake,45.65667,10.51,6.96,11.61,4.766667,5.263333,3.25,6,4.233333,1.983333,11,11.70421408,7.706861772,12.75336925,5.226156676,5.659635541,3.619864899,6,4.499621524,2.171797973
2020_MB_126,Mccreight_Lake,Freshwater,Lake,40.24667,7.956667,5.556667,8.313333333,3.673333,3.79,2.753333,6,3.476667,1.603333,10,10.42938419,7.103104931,10.68077219,4.624743675,4.610576583,3.5191683,6,4.028039007,1.993565026
2020_MB_127,Mccreight_Lake,Freshwater,Lake,37.99,8.16,5.903333,8.056666667,3.256667,3.743333,2.556667,8,3.66,1.67,10,11.16601842,7.783297646,10.93470093,4.413272382,4.740886755,3.487673192,8,4.330288706,2.144394994
2020_MB_129,LilMud_Lake,Freshwater,Lake,45.5833333,8.88333333,6.79666667,9.93666667,3.94666667,4.48333333,2.76,7,4.11333333,1.73666667,11,10.07008453,7.500147492,11.04693491,4.54314958,4.941752925,3.191228387,7,4.530003426,1.987199813
2020_MB_130,LilMud_Lake,Freshwater,Lake,46.8933333,9.26333333,6.94333333,10.5566667,4.65666667,5.02666667,3.01,5,4.32,1.86666667,13,10.14683796,7.46705605,11.38323181,5.100732297,5.367947839,3.331038039,5,4.63019978,2.053181916
2020_MB_131,LilMud_Lake,Freshwater,Lake,41.7633333,8.64333333,7.72666667,8.92666667,4.58,5.53,2.76,7,3.71,1.65,13,10.71436077,8.954327608,10.86422191,5.620936363,6.329998822,3.512546806,7,4.43714079,2.087211283
2020_MB_132,LilMud_Lake,Freshwater,Lake,51.4466667,10.5866667,7.67333333,11.1266667,5.13666667,5.12,3.53,7,4.63666667,2.15,13,10.41613873,7.57224798,10.9671288,5.050956183,5.054128261,3.46803545,7,4.576794047,2.114000113
2020_MB_133,LilMud_Lake,Freshwater,Lake,44.58,9.73,7.96666667,9.32,4.7,5.15,2.88666667,6,4.08666667,1.64666667,14,11.14900874,8.807824813,10.64755741,5.413219808,5.6981363,3.402290206,6,4.584882731,1.94623133
2020_MB_134,LilMud_Lake,Freshwater,Lake,45.8233333,9.44,6.90333333,8.78666667,3.42333333,4.40666667,3.21,6,4.18333333,1.55,15,10.57119458,7.57388137,9.844958768,3.991892463,4.84362579,3.621040842,6,4.580497414,1.788804673
2020_MB_139,LowCamp_Lake,Freshwater,Lake,50.67333333,10.35666667,7.426666656,10.24666667,5.273333355,5.773333317,3.126666688,6,4.176666649,1.970000019,11,10.366517,7.432509055,10.25664612,5.275752259,5.777302812,3.12841344,6,4.177608781,1.971787227
2020_MB_14,LowCamp_Lake,Freshwater,Lake,60.76666667,12.49333335,8.713333306,12.03666667,5.793333333,6.176666664,4.160000015,7,4.886666653,2.57333331,12,9.791657719,7.110922779,9.299576679,5.129894115,5.087942502,3.680913692,7,4.628265547,2.083151005
2020_MB_140,LowCamp_Lake,Freshwater,Lake,53.92666667,10.98333334,7.383333328,11.20666667,4.749999985,5.116666644,3.616666643,6,4.729999986,2.233333318,12,10.11919115,6.870795655,10.33119705,4.537796191,4.768433692,3.46342889,6,4.647349317,2.076546468
2020_MB_146,LowCamp_Lake,Freshwater,Lake,59.44,12.36333336,8.719999988,11.20333333,5.823333352,6.793333345,3.930000008,7,4.486666664,2.400000023,12,10.01806042,7.328978056,8.827317856,5.247414455,5.848232722,3.514114334,7,4.262353606,1.974482139
2020_MB_147,LowCamp_Lake,Freshwater,Lake,58.56333333,12.23666666,8.749999988,12.64666667,5.203333309,5.936666648,3.96000001,7,4.519999997,2.466666693,12,10.12690604,7.49866449,10.50925069,4.685248192,5.086473037,3.585877579,7,4.318212458,2.083879318
2020_MB_15,LowCamp_Lake,Freshwater,Lake,55.38666667,11.27000001,7.013333344,10.58666667,4.776666655,5.286666694,3.683333356,6,4.660000014,2.303333349,9,10.01363577,6.268161992,9.313833637,4.468146528,4.780375677,3.46054313,6,4.539835363,2.075383142
2020_MB_150,LowCamp_Lake,Freshwater,Lake,56.56666667,10.71666666,7.839999998,10.42333333,5.246666659,5.943333354,3.823333307,6,4.823333322,2.009999997,11,9.143301037,6.906809645,8.829343567,4.860301824,5.309296777,3.544329439,6,4.672849151,1.7245342
2020_MB_18,LilMud_Lake,Freshwater,Lake,63.2566667,12.9066667,9.90666667,13.4566667,6.75333333,7.45,4.30666667,7,5.55666667,2.38333333,10,10.00228992,8.185014001,10.73946926,5.293540309,6.328094052,3.251306695,7,4.536935698,1.770195004
2020_MB_19,LilMud_Lake,Freshwater,Lake,49.0566667,10.1,7.84333333,10.1433333,4.82,5.17,3.44333333,6,4.64333333,1.93,10,10.48272339,8.070203602,10.50139119,5.012363794,5.317838825,3.582403079,6,4.777708078,2.010796122
2020_MB_21,LilMud_Lake,Freshwater,Lake,50.0433333,10.85,8.28666667,10.5933333,5.37,5.80666667,3.45333333,7,4.77,2.11,17,11.00432396,8.378146625,10.73771149,5.447566052,5.866279104,3.509409846,7,4.82418337,2.142579084
2020_MB_23,LilMud_Lake,Freshwater,Lake,59.0966667,12.9,8.05666667,11.77,6.76666667,6.62666667,4.31333333,7,5.48333333,2.56666667,13,10.95860468,6.905848891,9.953722434,5.790885787,5.876742289,3.607890795,7,4.801706569,2.156821816
2020_MB_25,LilMud_Lake,Freshwater,Lake,38.8533333,7.7,5.98333333,7.32333333,3.60666667,4.32,2.42666667,8,3.89,1.45666667,18,10.44465149,7.610304251,9.891099346,4.986178831,5.380207082,3.423987455,8,4.853651187,2.036085646
2020_MB_26,LilMud_Lake,Freshwater,Lake,38.5966667,7.64666667,5.38333333,7.16,4.49333333,4.93,2.50333333,6,3.57666667,1.35666667,17,10.45073287,7.045524023,9.783351602,5.902708412,6.013157862,3.522243566,6,4.561178448,1.948628589
2020_MB_27,LilMud_Lake,Freshwater,Lake,42.39,8.82,6.33,9.15666667,3.90666667,4.52666667,2.58666667,7,3.95666667,1.54333333,12,10.74596292,7.47166978,10.95850641,4.874690945,5.270629805,3.286501551,7,4.632875092,1.949920274
2020_MB_3,LowCamp_Lake,Freshwater,Lake,55.6,11.38333333,8.036666694,12.07666667,5.58666665,6.45999998,3.483333328,5,4.526666661,2.369999984,10,10.06965811,7.257503206,10.7457714,5.264072904,5.930613721,3.250380184,5,4.401020515,2.131651478
2020_MB_33,LilMud_Lake,Freshwater,Lake,40.0466667,8.11666667,6.84,7.81666667,3.74666667,4.83333333,2.51,6,3.60333333,1.54,15,10.58507827,8.303221801,10.12599572,4.987335598,5.786834155,3.406943821,6,4.469996285,2.061102416
2020_MB_34,LilMud_Lake,Freshwater,Lake,52.0966667,10.3866667,7.41,10.43,4.80333333,5.05,3.40333333,7,4.74,2.14,15,10.06567287,7.219721699,10.12969337,4.641995947,4.926006141,3.28669418,7,4.627298594,2.072235508
2020_MB_35,LilMud_Lake,Freshwater,Lake,48.0566667,9.32333333,8.55666667,10.1866667,5.53666667,5.92,2.53,8,4.37,1.74,11,9.937542651,8.920756868,10.76129187,5.845379536,6.157257471,2.753184519,8,4.585649799,1.869664745
2020_MB_36,LilMud_Lake,Freshwater,Lake,44.56,9.09333333,7.77333333,9.62666667,4.43333333,5.37333333,2.87,6,3.98666667,1.67666667,11,10.51697179,8.617235872,10.95855542,5.14888012,5.923258003,3.387305831,6,4.486508232,1.977208702
2020_MB_365,LilMud_Lake,Freshwater,Lake,50.33,10.7866667,7.33333333,10.57,4.71,4.83666667,3.41333333,7,4.69,2.09,11,10.87463135,7.385476902,10.65229557,4.754212647,4.870645755,3.445296942,7,4.720884519,2.108570077
2020_MB_367,LilMud_Lake,Freshwater,Lake,64.0866667,13.6633333,11.1733333,13.8533333,7.55666667,7.49,4.57333333,7,5.69666667,2.82333333,11,10.5668232,9.337788092,10.95638502,6.00030392,6.293876576,3.448158096,7,4.609477405,2.169634047
2020_MB_369,LilMud_Lake,Freshwater,Lake,67.84,14.3633333,10.4333333,14.1833333,7.08333333,6.95666667,4.40666667,5,5.93666667,2.82,12,10.39797935,8.082755977,10.47353585,5.090273736,5.424925264,2.965780671,5,4.544425051,1.982880486
2020_MB_37,LilMud_Lake,Freshwater,Lake,47.3366667,9.41333333,7.57333333,10.4866667,4.69666667,5.26,3.00333333,7,4.12,1.73333333,10,10.19421252,8.036221874,11.21722031,5.089150867,5.561638896,3.287080482,7,4.394167835,1.898183484
2020_MB_371,LilMud_Lake,Freshwater,Lake,71.6966667,15.3033333,10.4866667,14.8766667,7.17333333,7.09666667,5.23,7,6.02333333,2.95,11,10.44521528,7.60687786,10.33164145,4.731554146,5.22006735,3.464711371,7,4.317640929,1.924410495
2020_MB_376,LilMud_Lake,Freshwater,Lake,52.9066667,11.5833333,8.81,11.4533333,4.75333333,5.72,3.69666667,7,5.12,2.15,14,11.07483587,8.508573559,10.97760718,4.497753199,5.523577038,3.511894557,7,4.941465803,2.042651923
2020_MB_38,LilMud_Lake,Freshwater,Lake,41.76,7.91,6.72666667,8.62,3.97,4.50666667,2.36666667,6,3.71333333,1.53,11,9.981799055,7.954785003,10.55827712,5.01132419,5.306963552,3.119493856,6,4.440745034,1.967374177
2020_MB_389,LilMud_Lake,Freshwater,Lake,54.5633333,11.4866667,8.50666667,11.5433333,5.68,5.60666667,3.70666667,8,5.10333333,2.28,11,10.59467427,7.977912562,10.7088274,5.231668248,5.262106824,3.382544428,8,4.790153471,2.091692907
2020_MB_39,LilMud_Lake,Freshwater,Lake,50.0166667,10.3166667,7.25666667,10.72,5.33333333,5.44,3.34666667,7,4.33333333,1.94666667,12,10.4771636,7.351805814,10.8701533,5.414002016,5.501996925,3.404986241,7,4.389684029,1.980548914
2020_MB_395,LilMud_Lake,Freshwater,Lake,49.95,10.9366667,7.67,10.2333333,5.48666667,5.07333333,3.12666667,5,4.78333333,2.15666667,12,11.11259601,7.774287143,10.39792443,5.575091964,5.141291501,3.190593895,5,4.845102369,2.193806824
2020_MB_396,LilMud_Lake,Freshwater,Lake,53.3433333,10.9866667,7.95,10.2833333,5.10333333,5.26,3.36666667,7,4.64666667,1.88333333,13,10.3770871,7.588654201,9.713039479,4.796947446,5.024530902,3.145164447,7,4.432642372,1.754645957
2020_MB_399,LilMud_Lake,Freshwater,Lake,39.55,8,7.11333333,8.16,4.54333333,4.99333333,2.17333333,7,3.54666667,1.47666667,12,10.58338296,8.644707698,10.57689081,5.841788968,5.991245419,3.112054156,7,4.453696236,2.022040504
2020_MB_40,LilMud_Lake,Freshwater,Lake,40.9333333,7.95666667,6.57666667,8.84333333,3.76333333,4.49,2.34666667,7,3.76,1.51333333,12,10.21982743,7.918220146,10.96063941,4.900839423,5.364216299,3.169028734,7,4.554599082,1.99110557
2020_MB_430,Mccreight_Lake,Freshwater,Lake,34.74333,7.403333,5.063333,6.803333333,2.89,3.023333,2.336667,6,3.57,1.496667,10,11.17661162,7.423142364,10.41596095,4.341818903,4.275503725,3.505304472,6,4.411374102,2.092147214
2020_MB_431,Mccreight_Lake,Freshwater,Lake,49.27667,9.86,6.456667,8.85,4.656667,4.76,3.38,7,4.35,2,11,10.1987277,6.668507387,9.174306042,4.786996968,4.872407525,3.484908735,7,4.42553026,2.053456335
2020_MB_433,Mccreight_Lake,Freshwater,Lake,48.68667,10.48333,8.25,9.77,5.076667,5.036667,3.163333,7,4.503333,1.97,12,10.9614878,8.549040005,10.22779977,5.260644545,5.195344708,3.311425198,7,4.609953696,2.045460505
2020_MB_434,Mccreight_Lake,Freshwater,Lake,40.98,8.7,5.63,8.373333333,3.68,4.146667,2.713333,7,3.956667,1.656667,9,10.99941503,7.068054717,10.57484854,4.564730374,4.909732884,3.425494183,7,4.469395704,2.019549335
2020_MB_436,Mccreight_Lake,Freshwater,Lake,39.36333,8.24,5.436667,7.553333333,3.433333,3.716667,2.54,7,3.943333,1.506667,9,10.92147005,7.113659017,10.12063719,4.465064099,4.606518672,3.370488996,7,4.541253185,1.929843372
2020_MB_439,Mccreight_Lake,Freshwater,Lake,36.98667,7.79,7.086667,8.213333333,4.776667,4.983333,2.243333,6,3.456667,1.456667,8,11.03312757,9.114919769,11.3183816,6.024503268,6.059571945,3.247775233,6,4.179826836,1.968481391
2020_MB_446,LowCamp_Lake,Freshwater,Lake,50.68666667,10.37666665,7.62666667,9.983333333,5.043333319,5.08333331,3.513333324,7,4.919999987,2.073333336,12,10.38293504,7.630384559,9.989683889,5.044872621,5.085859352,3.514444893,7,4.920599525,2.07447065
2020_MB_447,LowCamp_Lake,Freshwater,Lake,53.32,10.90666668,8.803333336,10.33333333,5.856666667,6.333333337,3.920000022,7,4.780000008,2.230000014,9,10.2055026,8.3874608,9.622978188,5.684484729,6.050777481,3.795663068,7,4.712937341,2.102783327
2020_MB_449,LowCamp_Lake,Freshwater,Lake,56.68333333,11.14333331,8.736666672,10.83333333,6.513333323,6.303333306,3.55000002,6,4.969999995,2.293333355,11,9.538625744,7.78488687,9.207590784,6.119271978,5.656666519,3.265438306,6,4.816518132,2.002180988
2020_MB_450,LowCamp_Lake,Freshwater,Lake,52.74,10.57000002,7.493333323,10.35333333,5.293333324,5.543333318,3.530000009,7,4.879999976,2.159999979,10,10.02465018,7.169876906,9.800834886,5.159414039,5.323567652,3.433293489,7,4.827840124,2.061053667
2020_MB_451,LowCamp_Lake,Freshwater,Lake,57.86333333,11.89666667,9.409999991,11.69333333,6.336666694,6.943333307,3.696666692,5,5.526666648,2.54000001,13,9.974957721,8.270201188,9.746434054,5.864760641,6.168920961,3.355891336,5,5.342865265,2.191332053
2020_MB_455,LowCamp_Lake,Freshwater,Lake,62.94666667,14.61999998,8.733333334,13.54,5.816666676,6.97666667,4.163333323,6,5.51999998,2.683333311,12,11.33267773,6.78356567,10.20958656,5.009412659,5.651938,3.580394678,6,5.205584846,2.08689339
2020_MB_456,LowCamp_Lake,Freshwater,Lake,51.68,10.33666667,6.579999978,9.783333333,4.539999989,4.943333345,3.400000016,7,4.620000009,2.066666662,8,10.07608079,6.425441986,9.519331614,4.476009,4.838322165,3.353790497,7,4.595076336,2.019386897
2020_MB_457,LowCamp_Lake,Freshwater,Lake,54.44333333,10.43666668,6.956666671,10.57333333,4.873333341,5.49000002,3.610000018,5,4.819999998,2.036666682,10,9.433724452,6.361804295,9.557244239,4.627045,5.085833278,3.432148947,5,4.724073834,1.854696453
2020_MB_458,LowCamp_Lake,Freshwater,Lake,59.94,12.53666666,8.239999992,12.18,5.690000024,6.063333317,3.906666643,6,5.033333348,2.356666674,9,10.0570711,6.769308992,9.667901166,5.081096082,5.06410322,3.466961629,6,4.796173036,1.906777777
2020_MB_459,LowCamp_Lake,Freshwater,Lake,58.27,12.48333331,9.080000016,12.37,6.383333349,6.133333315,4.090000027,6,5.169999981,2.363333306,11,10.4523753,7.875403704,10.31241959,5.884599459,5.314895662,3.729851608,6,4.975749498,1.994843592
2020_MB_460,LowCamp_Lake,Freshwater,Lake,53.70333333,10.22000001,6.269999982,10.23333333,4.296666649,4.52666664,3.486666683,8,5.396666655,2.073333344,10,9.415855259,5.793047827,9.418647613,4.099196176,4.20261152,3.344068235,8,5.319754427,1.927432214
2020_MB_463,LowCamp_Lake,Freshwater,Lake,52.70333333,11.24666666,8.006666683,10.62666667,5.286666676,5.67999998,4.259999998,6,5.530000021,2.263333319,12,10.71116715,7.689052665,10.08414767,5.155166294,5.464203809,4.16504023,6,5.478782301,2.166174215
2020_MB_464,LowCamp_Lake,Freshwater,Lake,50.91333333,9.950000013,7.219999994,8.85,4.733333328,5.050000005,3.813333315,6,4.840000019,2.166666642,11,9.895375482,7.18760124,8.794659434,4.71991941,5.027987352,3.803646784,6,4.834775469,2.156755764
2020_MB_465,LowCamp_Lake,Freshwater,Lake,58.51,11.9166667,8.666666666,12.24666667,6.160000028,6.366666651,3.010000025,7,4.956666693,2.206666677,11,9.821233828,7.423829201,10.12376625,5.645433316,5.522246851,2.638418323,7,4.756249528,1.826478876
2020_MB_469,Mccreight_Lake,Freshwater,Lake,43.86,9.476667,6.93,9.156666667,4.23,4.61,2.586667,4,3.963333,1.84,11,11.09547409,7.942402345,10.70655147,4.852857458,5.147204656,3.088034328,4,4.324298223,2.095472147
2020_MB_470,Mccreight_Lake,Freshwater,Lake,39.87,8.306667,6.786667,7.96,5.17,5.223333,2.31,7,3.876667,1.56,11,10.86839968,8.388775236,10.41266442,6.155660561,6.073449565,3.103404648,7,4.447887879,1.964280011
2020_MB_471,Mccreight_Lake,Freshwater,Lake,35.81333,7.77,5.886667,7.723333333,3.23,4.633333,2.333333,7,3.693333,1.503333,11,11.29041387,8.088334684,11.09386216,4.58452584,5.801590005,3.423654699,7,4.478322753,2.058907346
2020_MB_472,Mccreight_Lake,Freshwater,Lake,33.86,6.796667,4.856667,6.236666667,3.053333,4.36,1.99,6,3.36,1.376667,10,10.77869611,7.347028972,10.04915702,4.585471418,5.68144503,3.223290435,6,4.247921753,2.005091187
2020_MB_474,LowCamp_Lake,Freshwater,Lake,61.52,13.98,9.026666695,13.60666667,4.199999991,6.036666672,4.276666646,5,5.280000017,2.623333318,12,11.07594496,7.304221439,10.66454442,3.486863304,4.866387436,3.761692518,5,5.002242382,2.09643202
2020_MB_476,LowCamp_Lake,Freshwater,Lake,58.14666667,11.91333334,8.663333328,12.21,5.81666668,6.129999994,3.913333349,6,4.836666656,2.453333347,13,9.915508238,7.478388719,10.18598682,5.326069101,5.324914278,3.559060367,6,4.645585162,2.090855149
2020_MB_477,LowCamp_Lake,Freshwater,Lake,59.28333333,11.56999997,6.793333308,12.04333333,4.233333315,4.936666691,4.016666664,7,4.636666644,2.593333351,12,9.26681478,5.427274352,9.70995731,3.667749733,4.008526637,3.608244383,7,4.416379059,2.175451717
2020_MB_479,LowCamp_Lake,Freshwater,Lake,62.38666667,12.90000001,8.956666636,12.86,5.413333303,6.343333339,4.340000024,8,4.893333324,2.863333328,12,9.763119091,7.096128328,9.681999921,4.643022537,5.07922968,3.78373904,8,4.593307115,2.294188941
2020_MB_5,LowCamp_Lake,Freshwater,Lake,59.28,12.41333331,9.623333329,10.82333333,6.023333325,6.476666692,3.95666666,7,4.439999975,2.43000001,8,10.1110436,8.257805499,8.490864532,5.457969643,5.548887501,3.548403175,7,4.219798038,2.01228085
2020_MB_6,LowCamp_Lake,Freshwater,Lake,54.83666667,11.66,7.53666669,11.95333333,5.633333314,5.360000003,3.963333354,7,4.516666687,2.386666662,10,10.55139064,6.879131313,10.83019199,5.361096737,4.913251407,3.766744402,7,4.410634016,2.185524569
2020_MB_8,LowCamp_Lake,Freshwater,Lake,54.93,12.20333334,9.446666673,12.91,5.41666669,6.620000018,3.779999985,6,4.680000021,2.353333307,9,11.06965043,8.774259737,11.76145644,5.138272905,6.163147254,3.578964756,6,4.571569196,2.147641958
BAM_09,Bamfield_Inlet,Marine,Inlet,53.34333333,12.28,9.07,13.20666667,5.57,5.733333333,3.466666667,32,4.606666667,2.153333333,20,11.8389544,8.621151839,12.67849038,5.273812409,5.405942382,3.411857715,32,4.560373926,2.070551394
BAM_10,Bamfield_Inlet,Marine,Inlet,52.9,12.15,9.073333333,12.52333333,6.173333333,6.41,3.376666667,32,4.463333333,2.276666667,20,11.78320638,8.700050748,12.08407786,5.927010235,6.137726766,3.331085045,32,4.42483418,2.207821434
BAM_12,Bamfield_Inlet,Marine,Inlet,52.88333333,11.93,9.313333333,12.95333333,6.186666667,5.97,3.303333333,32,4.59,2.286666667,22,11.56599781,8.94289156,12.51742075,5.942218175,5.699798861,3.258098603,32,4.551793839,2.218345371
BAM_13,Bamfield_Inlet,Marine,Inlet,52.59666667,11.73666667,9.946666667,12.92666667,6.166666667,7.313333333,3.16,32,4.366666667,2.236666667,22,11.42067704,9.625086844,12.54825176,5.95446138,7.078772221,3.120731814,32,4.333499969,2.177357075
BAM_15,Bamfield_Inlet,Marine,Inlet,47.85333333,10.90333333,8.64,11.55333333,6.16,5.896666667,3.17,32,4.416666667,2.036666667,21,11.38178406,9.126915032,12.12630432,6.481307298,6.251823687,3.229457307,32,4.466885502,2.126469353
BAM_16,Bamfield_Inlet,Marine,Inlet,48.01333333,10.97,8.606666667,11.86666667,6.126666667,5.976666667,3.19,32,4.283333333,2.07,20,11.42165302,9.066309912,12.40754594,6.429977757,6.311931578,3.246127142,32,4.330739444,2.154772897
BAM_17,Bamfield_Inlet,Marine,Inlet,53.12,12.10666667,10.78333333,13.39333333,7.793333333,7.47,3.366666667,32,4.463333333,2.453333333,19,11.70302621,10.37255204,12.90995174,7.522265449,7.170375117,3.316506069,32,4.420966685,2.377572141
BAM_18,Bamfield_Inlet,Marine,Inlet,51.79666667,11.35333333,8.75,12.33666667,5.603333333,5.3,3.316666667,32,4.473333333,2.113333333,20,11.17133224,8.564779112,12.11871038,5.481109086,5.16489943,3.294049302,32,4.454230252,2.079172685
BAM_19,Bamfield_Inlet,Marine,Inlet,52.15,12.05333333,9.776666667,13.46666667,6.41,6.53,3.423333333,32,4.46,2.316666667,18,11.81215397,9.531220584,13.17784115,6.248034128,6.350971024,3.393361855,32,4.434685488,2.271398569
BAM_20,Bamfield_Inlet,Marine,Inlet,54.46333333,11.78,10.40333333,13.35333333,6.95,7.303333333,3.346666667,32,4.55,2.276666667,20,11.15137046,9.76358266,12.60051497,6.527838953,6.836697623,3.268546565,32,4.484018194,2.158676207
BAM_21,Bamfield_Inlet,Marine,Inlet,49.56666667,11.08666667,8.886666667,13.25333333,5.413333333,6.133333333,3.006666667,32,4.176666667,1.996666667,16,11.27815862,9.081546311,13.48265544,5.541931236,6.275479024,3.030463465,32,4.196765921,2.032608699
BAM_22,Bamfield_Inlet,Marine,Inlet,56.45666667,12.65333333,9.896666667,13.35,6.79,6.833333333,3.283333333,32,4.596666667,2.363333333,20,11.69084902,8.917154982,12.19737225,6.143636194,6.118875104,3.163724936,32,4.495643013,2.182680089
BAM_23,Bamfield_Inlet,Marine,Inlet,54.73666667,11.37333333,10.7,14.21666667,6.036666667,6.616666667,2.766666667,32,3.976666667,2.113333333,21,10.69892437,10.01366003,13.40902495,5.583762097,6.116048604,2.682857535,32,3.905879791,1.986750317
BAM_24,Bamfield_Inlet,Marine,Inlet,50.74666667,10.80666667,9.233333333,13.06666667,5.94,5.986666667,3.126666667,32,4.523333333,1.976666667,20,10.80052553,9.227083548,13.05931232,5.935875869,5.982108058,3.125903504,32,4.52268875,1.975514007
BAM_25,Bamfield_Inlet,Marine,Inlet,53.17333333,12.18,9.53,12.34666667,6.323333333,6.156666667,3.446666667,32,4.636666667,2.353333333,18,11.76742697,9.110128113,11.85258784,6.046266714,5.850411081,3.395396014,32,4.593362444,2.275895545
BAM_26,Bamfield_Inlet,Marine,Inlet,51.93666667,11.67,10.22,12.15,6.743333333,6.81,3.14,32,4.48,2.17,18,11.46455091,10.0109163,11.90396345,6.605362404,6.657493835,3.114468741,32,4.458435786,2.131438287
BAM_27,Bamfield_Inlet,Marine,Inlet,53.00333333,12.72,9.693333333,12.19,6.486666667,6.753333333,3.75,32,4.56,2.353333333,19,12.33589953,9.302437719,11.73001862,6.228721019,6.468213112,3.702267647,32,4.519684296,2.281239695
